key,0,1
#,,
int32,str,str
0,"TEXT_GAIUSB506_00875_SEQ_00","聖阿達瑪·蘭達瑪教會的巴爾林，想要冒險者幫忙準備禮物。"
1,"TEXT_GAIUSB506_00875_SEQ_01","巴爾林想送給一直關照自己的伊琉德神父一份禮物，但苦於阮囊羞澀。分別與聖阿達瑪·蘭達瑪教會的艾斯穆爾和枯骨營地的佐佐露交談，向他們募集金錢。"
2,"TEXT_GAIUSB506_00875_SEQ_02","分別從艾斯穆爾和佐佐露那裡拿到了<Sheet(EventItem,2000682,0)/>。將它們交給枯骨營地的艾爾姆嘉德。"
3,"TEXT_GAIUSB506_00875_SEQ_03","禮物準備完畢。將<Sheet(EventItem,2000684,0)/>交給聖阿達瑪·蘭達瑪教會的伊琉德。"
4,"TEXT_GAIUSB506_00875_SEQ_04","將禮物送給了伊琉德。向聖阿達瑪·蘭達瑪教會的巴爾林報告。"
5,"TEXT_GAIUSB506_00875_SEQ_05","伊琉德的兒子與兒媳在靈災時雙雙殞命了。即便遭到這樣的打擊，伊琉德仍致力於解救眾生的工作，巴爾林對他十分敬佩。"
6,"TEXT_GAIUSB506_00875_SEQ_06","無"
7,"TEXT_GAIUSB506_00875_SEQ_07","無"
8,"TEXT_GAIUSB506_00875_SEQ_08","無"
9,"TEXT_GAIUSB506_00875_SEQ_09","無"
10,"TEXT_GAIUSB506_00875_SEQ_10","無"
11,"TEXT_GAIUSB506_00875_SEQ_11","無"
12,"TEXT_GAIUSB506_00875_SEQ_12","無"
13,"TEXT_GAIUSB506_00875_SEQ_13","無"
14,"TEXT_GAIUSB506_00875_SEQ_14","無"
15,"TEXT_GAIUSB506_00875_SEQ_15","無"
16,"TEXT_GAIUSB506_00875_SEQ_16","無"
17,"TEXT_GAIUSB506_00875_SEQ_17","無"
18,"TEXT_GAIUSB506_00875_SEQ_18","無"
19,"TEXT_GAIUSB506_00875_SEQ_19","無"
20,"TEXT_GAIUSB506_00875_SEQ_20","無"
21,"TEXT_GAIUSB506_00875_SEQ_21","無"
22,"TEXT_GAIUSB506_00875_SEQ_22","無"
23,"TEXT_GAIUSB506_00875_SEQ_23","無"
24,"TEXT_GAIUSB506_00875_TODO_00","從艾斯穆爾處拿到<Sheet(EventItem,2000682,0)/>"
