key,0,1
#,,
int32,str,str
0,"TEXT_GAIUSB503_00872_SEQ_00","聖阿達瑪·蘭達瑪教會的馬爾克斯，在尋找修理物品所需的材料。"
1,"TEXT_GAIUSB503_00872_SEQ_01","<UIForeground>F20215</UIForeground><UIGlow>F20216</UIGlow><Gui(63)/>本任務已經過調整。建議放棄本任務，前往聖阿達瑪·蘭達瑪教會找馬爾克斯重新領取。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

※接下來的主線任務可以在主線導覽中進行確認。在設定選單的系統中可以找到角色設定，打開角色設定後，在介面設定的介面選項中可以顯示或隱藏主線導覽。"
2,"TEXT_GAIUSB503_00872_SEQ_02","獲得了2種材料。將其交給聖阿達瑪·蘭達瑪教會的馬爾克斯。"
3,"TEXT_GAIUSB503_00872_SEQ_03","懷錶修理完畢。馬爾克斯不明白自己為什麼會擅長修理懷錶。將<Sheet(EventItem,2000680,0)/>交給聖阿達瑪·蘭達瑪教會的艾莉內德。"
4,"TEXT_GAIUSB503_00872_SEQ_04","據艾莉內德所說，這個懷錶是帝國製造的。竟能不費吹灰之力就修好這種東西，馬爾克斯究竟是什麼人？"
5,"TEXT_GAIUSB503_00872_SEQ_05","無"
6,"TEXT_GAIUSB503_00872_SEQ_06","無"
7,"TEXT_GAIUSB503_00872_SEQ_07","無"
8,"TEXT_GAIUSB503_00872_SEQ_08","無"
9,"TEXT_GAIUSB503_00872_SEQ_09","無"
10,"TEXT_GAIUSB503_00872_SEQ_10","無"
11,"TEXT_GAIUSB503_00872_SEQ_11","無"
12,"TEXT_GAIUSB503_00872_SEQ_12","無"
13,"TEXT_GAIUSB503_00872_SEQ_13","無"
14,"TEXT_GAIUSB503_00872_SEQ_14","無"
15,"TEXT_GAIUSB503_00872_SEQ_15","無"
16,"TEXT_GAIUSB503_00872_SEQ_16","無"
17,"TEXT_GAIUSB503_00872_SEQ_17","無"
18,"TEXT_GAIUSB503_00872_SEQ_18","無"
19,"TEXT_GAIUSB503_00872_SEQ_19","無"
20,"TEXT_GAIUSB503_00872_SEQ_20","無"
21,"TEXT_GAIUSB503_00872_SEQ_21","無"
22,"TEXT_GAIUSB503_00872_SEQ_22","無"
23,"TEXT_GAIUSB503_00872_SEQ_23","無"
