key,0,1
#,,
int32,str,str
0,"TEXT_BANAMA306_01247_SEQ_00","灰陣營的雅德夫·夏想要弱化蠻神的加護。"
1,"TEXT_BANAMA306_01247_SEQ_01","接受了雅德夫·夏的委託。討伐不悔戰陣的<Sheet(BNpcName,2303,0)/>，獲取2個<Sheet(EventItem,2001123,0)/>。"
2,"TEXT_BANAMA306_01247_SEQ_02","討伐了<Sheet(BNpcName,2303,0)/>，獲得了<Sheet(EventItem,2001123,0)/>。對不悔戰陣北邊的<Sheet(EObj,2002918,0)/>使用<Sheet(EventItem,2001123,0)/>。"
3,"TEXT_BANAMA306_01247_SEQ_03","對<Sheet(EObj,2002918,0)/>使用了<Sheet(EventItem,2001123,0)/>。向灰陣營的雅德夫·夏報告。"
4,"TEXT_BANAMA306_01247_SEQ_04","向雅德夫·夏報告完畢。作戰很順利，雅德夫·夏也暫且安心了。敵方蜥蜴人族的占星術師遭受重創，雅德夫·夏對此感到很高興。下次有機會再協助他。"
5,"TEXT_BANAMA306_01247_SEQ_05","無"
6,"TEXT_BANAMA306_01247_SEQ_06","無"
7,"TEXT_BANAMA306_01247_SEQ_07","無"
8,"TEXT_BANAMA306_01247_SEQ_08","無"
9,"TEXT_BANAMA306_01247_SEQ_09","無"
10,"TEXT_BANAMA306_01247_SEQ_10","無"
11,"TEXT_BANAMA306_01247_SEQ_11","無"
12,"TEXT_BANAMA306_01247_SEQ_12","無"
13,"TEXT_BANAMA306_01247_SEQ_13","無"
14,"TEXT_BANAMA306_01247_SEQ_14","無"
15,"TEXT_BANAMA306_01247_SEQ_15","無"
16,"TEXT_BANAMA306_01247_SEQ_16","無"
17,"TEXT_BANAMA306_01247_SEQ_17","無"
18,"TEXT_BANAMA306_01247_SEQ_18","無"
19,"TEXT_BANAMA306_01247_SEQ_19","無"
20,"TEXT_BANAMA306_01247_SEQ_20","無"
21,"TEXT_BANAMA306_01247_SEQ_21","無"
22,"TEXT_BANAMA306_01247_SEQ_22","無"
23,"TEXT_BANAMA306_01247_SEQ_23","無"
24,"TEXT_BANAMA306_01247_TODO_00","從<Sheet(BNpcName,2303,0)/>身上得到<Sheet(EventItem,2001123,0)/>"
25,"TEXT_BANAMA306_01247_TODO_01","對<Sheet(EObj,2002918,0)/>使用<Sheet(EventItem,2001123,0)/>"
