key,0,1
#,,
int32,str,str
0,"TEXT_GAIUSA609_00771_SEQ_00","石場水車的卡斯伯特，有事想要委託給冒險者。"
1,"TEXT_GAIUSA609_00771_SEQ_01","卡斯伯特想取回祖父的遺物——<Sheet(EventItem,2000609,0)/>。在紅腹蜂巢附近獲取<Sheet(EventItem,2000609,0)/>。"
2,"TEXT_GAIUSA609_00771_SEQ_02","獲得了<Sheet(EventItem,2000609,0)/>。向石場水車的卡斯伯特報告。"
3,"TEXT_GAIUSA609_00771_SEQ_03","將家傳寶物<Sheet(EventItem,2000609,0)/>交還給了卡斯伯特。對著失而復得的斧頭，卡斯伯特發誓一定會奪回故鄉。"
4,"TEXT_GAIUSA609_00771_SEQ_04","無"
5,"TEXT_GAIUSA609_00771_SEQ_05","無"
6,"TEXT_GAIUSA609_00771_SEQ_06","無"
7,"TEXT_GAIUSA609_00771_SEQ_07","無"
8,"TEXT_GAIUSA609_00771_SEQ_08","無"
9,"TEXT_GAIUSA609_00771_SEQ_09","無"
10,"TEXT_GAIUSA609_00771_SEQ_10","無"
11,"TEXT_GAIUSA609_00771_SEQ_11","無"
12,"TEXT_GAIUSA609_00771_SEQ_12","無"
13,"TEXT_GAIUSA609_00771_SEQ_13","無"
14,"TEXT_GAIUSA609_00771_SEQ_14","無"
15,"TEXT_GAIUSA609_00771_SEQ_15","無"
16,"TEXT_GAIUSA609_00771_SEQ_16","無"
17,"TEXT_GAIUSA609_00771_SEQ_17","無"
18,"TEXT_GAIUSA609_00771_SEQ_18","無"
19,"TEXT_GAIUSA609_00771_SEQ_19","無"
20,"TEXT_GAIUSA609_00771_SEQ_20","無"
21,"TEXT_GAIUSA609_00771_SEQ_21","無"
22,"TEXT_GAIUSA609_00771_SEQ_22","無"
23,"TEXT_GAIUSA609_00771_SEQ_23","無"
24,"TEXT_GAIUSA609_00771_TODO_00","在紅腹蜂巢獲取<Sheet(EventItem,2000609,0)/>"
25,"TEXT_GAIUSA609_00771_TODO_01","將<Sheet(EventItem,2000609,0)/>交給卡斯伯特"
26,"TEXT_GAIUSA609_00771_TODO_02","無"
27,"TEXT_GAIUSA609_00771_TODO_03","無"
28,"TEXT_GAIUSA609_00771_TODO_04","無"
29,"TEXT_GAIUSA609_00771_TODO_05","無"
30,"TEXT_GAIUSA609_00771_TODO_06","無"
31,"TEXT_GAIUSA609_00771_TODO_07","無"
32,"TEXT_GAIUSA609_00771_TODO_08","無"
33,"TEXT_GAIUSA609_00771_TODO_09","無"
34,"TEXT_GAIUSA609_00771_TODO_10","無"
35,"TEXT_GAIUSA609_00771_TODO_11","無"
36,"TEXT_GAIUSA609_00771_TODO_12","無"
37,"TEXT_GAIUSA609_00771_TODO_13","無"
38,"TEXT_GAIUSA609_00771_TODO_14","無"
39,"TEXT_GAIUSA609_00771_TODO_15","無"
40,"TEXT_GAIUSA609_00771_TODO_16","無"
41,"TEXT_GAIUSA609_00771_TODO_17","無"
42,"TEXT_GAIUSA609_00771_TODO_18","無"
43,"TEXT_GAIUSA609_00771_TODO_19","無"
44,"TEXT_GAIUSA609_00771_TODO_20","無"
45,"TEXT_GAIUSA609_00771_TODO_21","無"
46,"TEXT_GAIUSA609_00771_TODO_22","無"
47,"TEXT_GAIUSA609_00771_TODO_23","無"
48,"TEXT_GAIUSA609_00771_CUTHBERT_000_000","我的祖父曾是埋枝村的村長。
雖然他最終客死他鄉，但直到生命的最後一刻，
他仍記掛著家傳的<Sheet(EventItem,2000609,0)/>。"
49,"TEXT_GAIUSA609_00771_CUTHBERT_000_001","寄生蜂團的傢伙們不懂得其價值，
似乎將這個家傳寶物用於劈柴了。
拜託你了，能請你從他們那裡將斧頭奪回來嗎？"
50,"TEXT_GAIUSA609_00771_CUTHBERT_000_010","怎麼樣了？
從他們那裡奪回<Sheet(EventItem,2000609,0)/>了嗎？"
51,"TEXT_GAIUSA609_00771_CUTHBERT_000_020","啊！就是它！這就是祖父遺留下來的斧頭！
祖父，您看著吧！
總有一天，我一定會將那些傢伙趕跑的！"
