key,0,1
15,"TEXT_BANIXA606_01567_SEQ_15","空"
16,"TEXT_BANIXA606_01567_SEQ_16","空"
17,"TEXT_BANIXA606_01567_SEQ_17","空"
18,"TEXT_BANIXA606_01567_SEQ_18","空"
19,"TEXT_BANIXA606_01567_SEQ_19","空"
20,"TEXT_BANIXA606_01567_SEQ_20","空"
21,"TEXT_BANIXA606_01567_SEQ_21","空"
22,"TEXT_BANIXA606_01567_SEQ_22","空"
23,"TEXT_BANIXA606_01567_SEQ_23","空"
24,"TEXT_BANIXA606_01567_TODO_00","從風揚殖民地<Sheet(EObj,2004490,0)/>中獲取<Sheet(EventItem,2001431,0)/>"
25,"TEXT_BANIXA606_01567_TODO_01","將<Sheet(EventItem,2001431,0)/>交給巨龍首營地的諾貝托"
26,"TEXT_BANIXA606_01567_TODO_02","<If(LessThan(IntegerParameter(1),IntegerParameter(2)))>製作筆記 友好部族任務16級：製作<Sheet(ItemHQ,　8126,0)/><Else/>將<Sheet(ItemHQ,　8126,0)/>交給第二號人物傑茲爾·阿華坦</If>"
27,"TEXT_BANIXA606_01567_TODO_03","空"
28,"TEXT_BANIXA606_01567_TODO_04","空"
29,"TEXT_BANIXA606_01567_TODO_05","空"
30,"TEXT_BANIXA606_01567_TODO_06","空"
31,"TEXT_BANIXA606_01567_TODO_07","空"
32,"TEXT_BANIXA606_01567_TODO_08","空"
33,"TEXT_BANIXA606_01567_TODO_09","空"
34,"TEXT_BANIXA606_01567_TODO_10","空"
35,"TEXT_BANIXA606_01567_TODO_11","空"
36,"TEXT_BANIXA606_01567_TODO_12","空"
37,"TEXT_BANIXA606_01567_TODO_13","空"
38,"TEXT_BANIXA606_01567_TODO_14","空"
39,"TEXT_BANIXA606_01567_TODO_15","空"
40,"TEXT_BANIXA606_01567_TODO_16","空"
41,"TEXT_BANIXA606_01567_TODO_17","空"
42,"TEXT_BANIXA606_01567_TODO_18","空"
43,"TEXT_BANIXA606_01567_TODO_19","空"
44,"TEXT_BANIXA606_01567_TODO_20","空"
45,"TEXT_BANIXA606_01567_TODO_21","空"
46,"TEXT_BANIXA606_01567_TODO_22","空"
47,"TEXT_BANIXA606_01567_TODO_23","空"
48,"TEXT_BANIXA606_01567_JEZULAHUATAN_000_000","……有件事想專門委託給你！
我需要飛空艇上要用到的<Sheet(ItemHQ,　8126,0)/>！"
49,"TEXT_BANIXA606_01567_JEZULAHUATAN_000_010","用其將飛空艇的空氣動力特性再度提高！
雖然大部分都已經完成了，
但外裝板還不夠！"
50,"TEXT_BANIXA606_01567_JEZULAHUATAN_000_020","用其將飛空艇的空氣動力特性再度提高！
雖然大部分都已經完成了，
但填補空隙的油灰不夠了！"
51,"TEXT_BANIXA606_01567_JEZULAHUATAN_000_030","用其將飛空艇的空氣動力特性再度提高！
雖然大部分都已經完成了，
但外裝零件還不夠！"
52,"TEXT_BANIXA606_01567_JEZULAHUATAN_000_040","加上連製作這些的材料都沒有的話……那就只能來硬的了！
你直接去庫爾札斯中央高地的風揚殖民地，
從<Sheet(EObj,2004490,0)/>裡偷吧！"
53,"TEXT_BANIXA606_01567_JEZULAHUATAN_000_041","材料到手後，就去趟巨龍首營地進行製作！
製作設施可以管那個叫諾貝托的借！"
54,"TEXT_BANIXA606_01567_JEZULAHUATAN_000_050","加上連製作這些的材料都沒有的話……那就只能來硬的了！
你直接去庫爾札斯中央高地的風揚殖民地，
從<Sheet(EObj,2004490,0)/>裡偷吧！"
55,"TEXT_BANIXA606_01567_JEZULAHUATAN_000_051","材料到手後，就去趟巨龍首營地進行製作！
製作設施可以管那個叫諾貝托的借！"
56,"TEXT_BANIXA606_01567_NORBETTAUX_000_090","歡迎來到巨龍首營地的製作設施！
這邊請，先烘暖你凍僵的手指，再加油工作吧！"
57,"TEXT_BANIXA606_01567_NORBETTAUX_000_091","謝謝，材料袋我收下了。
……製作時大概是需要這麼多吧？
請自由使用本設施。"
58,"TEXT_BANIXA606_01567_NORBETTAUX_000_100","材料不足或想再利用本設施時，請跟我說。"
59,"TEXT_BANIXA606_01567_NORBETTAUX_100_100","看來你製作完成可以去交貨了！
如果作品不小心弄丟了或者想再利用本設施的話，請跟我說。"
60,"TEXT_BANIXA606_01567_JEZULAHUATAN_000_130","哦哦！你回來啦！
我以為你會被揍得只剩下半條命！
如何？事情辦好了？"
61,"TEXT_BANIXA606_01567_JEZULAHUATAN_000_131","這不就是我要的<Sheet(ItemHQ,　8126,0)/>嗎！
有了這個，我們設計的裝置就能完成、進行測試了！"
62,"TEXT_BANIXA606_01567_JEZULAHUATAN_000_132","我們的目標非常非常高！
所以只要有一點嘗試的價值，
我們都會不擇手段地將其實現！"
63,"TEXT_BANIXA606_01567_POPMESSAGE_000_200","製作設施已準備就緒。"
64,"TEXT_BANIXA606_01567_SYSTEM_200_200","背包中留有在本次任務中製作出的普通品質道具。
這種道具無法使用也無法出售給商店，盡早扔掉吧。"
