key,0,1
29,"TEXT_JOBBRD400_01087_TODO_05","空"
30,"TEXT_JOBBRD400_01087_TODO_06","空"
31,"TEXT_JOBBRD400_01087_TODO_07","空"
32,"TEXT_JOBBRD400_01087_TODO_08","空"
33,"TEXT_JOBBRD400_01087_TODO_09","空"
34,"TEXT_JOBBRD400_01087_TODO_10","空"
35,"TEXT_JOBBRD400_01087_TODO_11","空"
36,"TEXT_JOBBRD400_01087_TODO_12","空"
37,"TEXT_JOBBRD400_01087_TODO_13","空"
38,"TEXT_JOBBRD400_01087_TODO_14","空"
39,"TEXT_JOBBRD400_01087_TODO_15","空"
40,"TEXT_JOBBRD400_01087_TODO_16","空"
41,"TEXT_JOBBRD400_01087_TODO_17","空"
42,"TEXT_JOBBRD400_01087_TODO_18","空"
43,"TEXT_JOBBRD400_01087_TODO_19","空"
44,"TEXT_JOBBRD400_01087_TODO_20","空"
45,"TEXT_JOBBRD400_01087_TODO_21","空"
46,"TEXT_JOBBRD400_01087_TODO_22","空"
47,"TEXT_JOBBRD400_01087_TODO_23","空"
48,"TEXT_JOBBRD400_01087_JEHANTEL_000_000","哦，你又成長了不少，看起來更加可靠了。
你的成長給我這個老傢伙的生活增添了不少色彩。
說到色彩……音樂會賦予生活很多色彩，這是眾所皆知的。"
49,"TEXT_JOBBRD400_01087_JEHANTEL_000_001","也正是這樣，在街角演奏音樂的吟遊詩人才會那麼受人歡迎。
一提起吟遊詩人，首先會想到的也是這個。"
50,"TEXT_JOBBRD400_01087_JEHANTEL_000_002","但是，卻很少有人知道，
吟遊詩人是源於弓兵……"
51,"TEXT_JOBBRD400_01087_JEHANTEL_000_003","在短暫的和平時代……離開戰場的弓兵放下手中的弓箭，
拿起豎琴，訴說和傳達著自己親眼目睹到的戰場模樣。
將在戰亂的波濤中逝去的同伴們的事蹟流傳下去。"
52,"TEXT_JOBBRD400_01087_JEHANTEL_000_004","不久，那種演奏卻變成了宴會和酒場上的餘興節目，
成為了他們謀生的手段，漸漸變了調……"
53,"TEXT_JOBBRD400_01087_JEHANTEL_000_005","為了贏得更多的人氣，他們將描繪同伴生活的詩歌，
完全改寫成了華麗甜美的幻想故事。"
54,"TEXT_JOBBRD400_01087_JEHANTEL_000_006","諸如«斬妖除魔的幻想英雄傳»、
«騎士與少女的戀愛故事»之類的。"
55,"TEXT_JOBBRD400_01087_JEHANTEL_000_007","那種詩歌根本沒有鼓舞同伴的力量……
就這樣，吟遊詩人的「戰歌」失去了力量，最終被人遺忘。"
56,"TEXT_JOBBRD400_01087_JEHANTEL_000_008","而對此感到惋惜的，正是熱愛音樂的莫古利族。
他們為了不讓吟遊詩人的「戰歌」消失，
收集刻印著「戰歌」記憶和旋律的<Sheet(Item,　4546,0)/>。"
57,"TEXT_JOBBRD400_01087_JEHANTEL_000_009","然後，將其交給他們認可的人。
他們會嚴格選擇那些在戰鬥中也掛念同伴安危的善良弓術士。"
58,"TEXT_JOBBRD400_01087_JEHANTEL_000_010","話雖這麼說，但那些浮誇的詩歌也並非一無是處。
比如，你聽過«罪孽深重的愚者»這首詩歌嗎？"
59,"TEXT_JOBBRD400_01087_JEHANTEL_000_011","……沒有啊。
……那我來唱給你聽吧。"
60,"TEXT_JOBBRD400_01087_JEHANTEL_000_012","那是以幾十年前……
造成眾多死傷的「中央高地慘劇」為主題的悲歌……"
61,"TEXT_JOBBRD400_01087_JEHANTEL_000_013","……不過，在此之前，你的內心必須要得到歷練。
不然，你是無法從這個悲劇中找到教訓的。"
62,"TEXT_JOBBRD400_01087_JEHANTEL_000_014","東薩納蘭的新植林，
有一對魔牛因為失子之痛而陷入悲傷，
並變得十分凶暴。"
63,"TEXT_JOBBRD400_01087_JEHANTEL_000_015","你去等待它們的出現，在戰鬥過程中，感受魔牛的悲哀吧。
用你的弓箭，將魔牛從悲傷中解脫出來。
這樣一來，你可以從<Sheet(Item,　4546,0)/>中傾聽到古代旋律。"
64,"TEXT_JOBBRD400_01087_JEHANTEL_000_020","你回來了，<Sheet(Item,　4546,0)/>的光輝更加強烈了。
想必你的心中再次響徹起了新的旋律。
那是你變強的證明。"
65,"TEXT_JOBBRD400_01087_JEHANTEL_000_021","經過歷練後，如今領悟到新境界的你，
絕不能驕傲自滿，要繼續致力於磨練弓術。"
66,"TEXT_JOBBRD400_01087_JEHANTEL_000_022","強大的內心寄宿在強韌的肉體之中。
當你身心都做好準備後，
我就按照約定，將«罪孽深重的愚者»唱給你聽。"
67,"TEXT_JOBBRD400_01087_POP_MESSAGE","察覺到了敵人的氣息！"
